player_name,country,player_id,club_team,age,general_position,specific_position,market_value,international_caps,international_goals,goals_per_90,assists_per_90,interceptions,tackles_won,crosses,wc_group,role,versatility
Harry Souttar,Australia,298091.0,Leicester City,27.6,DEF,Centre-Back,6000000.0,38,11,0.02,0.12,12.65,14.57,29.15,D,Ball-Playing CB,0.437
Cristian Volpato,Australia,746891.0,Sassuolo,22.6,ATT,Attacking Midfield,4500000.0,1,0,0.19,0.38,4.0,10.0,43.0,D,Advanced Playmaker,0.729
Cameron Burgess,Australia,255788.0,Swansea City,30.6,DEF,Centre-Back,500000.0,27,0,0.17,0.06,6.0,6.0,14.4,D,Traditional CB,0.456
Jackson Irvine,Australia,192557.0,FC St. Pauli,33.3,MID,Central Midfield,1500000.0,82,14,0.0,0.0,26.0,13.0,10.0,D,Box-to-Box,0.702
Nishan Velupillay,Australia,888140.0,Melbourne Victory,25.1,ATT,Left Winger,50000.0,7,3,0.09,0.01,19.6,23.4,36.6,D,Traditional Winger,0.476
Paul Okon-Engstler,Australia,1064377.0,Sydney FC,21.4,MID,Defensive Midfield,50000.0,6,0,0.06,0.02,2.2,2.2,3.2,D,Box-to-Box DM,0.377
Lucas Herrington,Australia,1279984.0,Colorado Rapids,18.8,DEF,Centre-Back,50000.0,4,0,0.0,0.0,14.0,19.0,48.0,D,Ball-Playing CB,0.453
Tete Yengi,Australia,849429.0,Machida Zelvia,25.5,ATT,Centre-Forward,400000.0,1,1,0.0,0.28,16.0,13.5,7.5,D,False Nine,0.62
Gatito Fernández,Paraguay,118997.0,Cerro Porteño,38.2,GK,Goalkeeper,600000.0,31,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
Gustavo Velázquez,Paraguay,1116614.0,Cerro Porteño,35.2,DEF,Central Midfield,50000.0,13,1,0.14,0.07,11.0,32.0,50.0,D,Box-to-Box,0.65
Omar Alderete,Paraguay,353032.0,Sunderland,29.5,DEF,Centre-Back,12000000.0,36,3,0.03,0.03,33.0,17.0,11.0,D,Stopper CB,0.503
Juan José Cáceres,Paraguay,756494.0,Dynamo Moscow,26.0,DEF,Right-Back,4000000.0,17,0,0.0,0.0,25.0,15.0,4.0,D,Full-Back,0.797
Fabián Balbuena,Paraguay,285548.0,Grêmio,34.8,DEF,Centre-Back,1500000.0,48,2,0.0,0.0,6.0,2.0,10.0,D,Traditional CB,0.369
Júnior Alonso,Paraguay,273000.0,Atlético Mineiro,33.3,DEF,Centre-Back,8000000.0,71,3,0.08,0.14,22.16,18.4,25.33,D,Ball-Playing CB,0.579
Ramón Sosa,Paraguay,745191.0,Palmeiras,26.8,MID,Second Striker,11000000.0,29,1,0.04,0.01,11.31,17.41,17.4,D,False Nine,0.786
Diego Gómez,Paraguay,996897.0,Brighton & Hove Albion,23.2,MID,Central Midfield,25000000.0,24,3,0.22,0.04,17.0,48.0,22.0,D,Box-to-Box,0.536
Antonio Sanabria,Paraguay,234523.0,Cremonese,30.3,ATT,Centre-Forward,7000000.0,48,7,0.1,0.1,1.0,2.0,1.0,D,Target Forward,0.577
Miguel Almirón,Paraguay,272999.0,Atlanta United FC,32.3,MID,Right Winger,9000000.0,76,10,0.2,0.13,11.0,28.0,43.0,D,Traditional Winger,0.424
Maurício,Paraguay,678439.0,Palmeiras,25.0,MID,Attacking Midfield,50000.0,3,0,0.0,0.12,15.0,22.0,1.0,D,Attacking Midfielder,0.354
Orlando Gill,Paraguay,643259.0,San Lorenzo,26.0,GK,Goalkeeper,50000.0,6,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
José Canale,Paraguay,402627.0,Lanús,29.9,DEF,Centre-Back,50000.0,2,0,0.0,0.01,12.4,11.4,3.2,D,Traditional CB,0.465
Andrés Cubas,Paraguay,323872.0,Vancouver Whitecaps FC,30.1,MID,Defensive Midfield,4500000.0,33,0,0.0,0.0,32.0,44.0,3.0,D,Deep-Lying Playmaker,0.491
Gustavo Gómez,Paraguay,215390.0,Palmeiras,33.1,DEF,Centre-Back,8500000.0,89,4,0.13,0.18,14.92,17.17,29.54,D,Ball-Playing CB,0.403
Damián Bobadilla,Paraguay,861852.0,São Paulo,24.9,MID,Central Midfield,50000.0,19,1,0.15,0.04,8.0,11.8,22.0,D,Pressing CM,0.485
Kaku,Paraguay,,Al Ain,31.4,ATT,,,33,6,,,,,,D,,0.5
Álex Arce,Paraguay,970518.0,Independiente Rivadavia,31.0,ATT,Centre-Forward,50000.0,15,1,0.14,0.2,8.25,11.75,43.75,D,Target Forward,0.844
Julio Enciso,Paraguay,660867.0,Strasbourg,22.4,ATT,Attacking Midfield,20000000.0,32,4,0.11,0.11,6.0,9.0,52.0,D,Attacking Midfielder,0.442
Braian Ojeda,Paraguay,491596.0,Orlando City SC,26.0,MID,Defensive Midfield,50000.0,17,0,0.09,0.0,31.0,23.0,20.0,D,Deep-Lying Playmaker,0.51
Gabriel Ávalos,Paraguay,358418.0,Independiente,34.9,ATT,Centre-Forward,50000.0,23,2,0.0,0.0,0.0,1.0,0.0,D,Target Forward,0.49
Gastón Olveira,Paraguay,,Olimpia,33.1,GK,,,1,0,,,,,,D,,0.5
Matías Galarza,Paraguay,661269.0,Atlanta United FC,24.3,MID,Central Midfield,50000.0,15,3,0.02,0.03,11.8,13.0,6.0,D,,0.5
Gustavo Caballero,Paraguay,891672.0,Portsmouth,24.7,MID,Left Winger,50000.0,2,1,0.0,0.0,0.0,0.0,3.0,D,Wide Playmaker,0.413
Isidro Pitta,Paraguay,675178.0,Red Bull Bragantino,26.8,ATT,Centre-Forward,50000.0,5,0,0.08,0.0,19.2,19.4,15.2,D,False Nine,0.396
Alexandro Maidana,Paraguay,1371519.0,Talleres,20.9,DEF,Left-Back,50000.0,2,1,0.03,0.01,3.0,6.8,10.0,D,Full-Back,0.372
Mert Günok,Türkiye,51894.0,Fenerbahçe,37.3,GK,Goalkeeper,500000.0,37,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
Zeki Çelik,Türkiye,251075.0,Roma,29.3,DEF,Right-Back,12000000.0,61,3,0.04,0.08,18.0,33.0,73.0,D,Holding Full-Back,0.421
Merih Demiral,Türkiye,340879.0,Al-Ahli,28.3,DEF,Centre-Back,20000000.0,62,6,0.39,0.11,4.09,5.6,10.22,D,Traditional CB,0.509
Çağlar Söyüncü,Türkiye,320141.0,Fenerbahçe,30.1,DEF,Centre-Back,6000000.0,60,2,0.0,0.13,6.0,10.0,3.0,D,Traditional CB,0.496
Salih Özcan,Türkiye,244940.0,Borussia Dortmund,28.4,MID,Defensive Midfield,3500000.0,30,1,0.0,0.0,0.0,1.0,2.0,D,Box-to-Box DM,0.377
Orkun Kökçü,Türkiye,454567.0,Beşiktaş,25.4,MID,Central Midfield,25000000.0,50,4,0.27,0.27,8.0,14.0,129.0,D,Midfield Playmaker,0.296
Kerem Aktürkoğlu,Türkiye,382528.0,Fenerbahçe,27.6,ATT,Left Winger,22000000.0,52,15,0.0,0.0,0.0,0.0,3.0,D,Wide Playmaker,0.413
Arda Güler,Türkiye,861410.0,Real Madrid,21.3,ATT,Attacking Midfield,45000000.0,29,6,0.18,0.41,8.0,28.0,128.0,D,Advanced Playmaker,0.452
Deniz Gül,Türkiye,1063292.0,Porto,21.9,ATT,Centre-Forward,50000.0,8,2,0.35,0.09,2.0,5.0,3.0,D,Target Forward,0.859
Hakan Çalhanoğlu,Türkiye,126414.0,Inter Milan,32.3,MID,Defensive Midfield,22000000.0,105,22,0.49,0.22,19.0,17.0,86.0,D,Deep-Lying Playmaker,0.679
Kenan Yıldız,Türkiye,845654.0,Juventus,21.1,ATT,Left Winger,75000000.0,28,5,0.35,0.21,7.0,7.0,108.0,D,Inside Forward,0.453
Altay Bayındır,Türkiye,336077.0,Manchester United,28.2,GK,Goalkeeper,7000000.0,12,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
Eren Elmalı,Türkiye,616894.0,Galatasaray,25.9,DEF,Left-Back,5000000.0,23,0,0.19,0.0,12.0,18.0,37.0,D,Full-Back,0.684
Abdülkerim Bardakcı,Türkiye,199316.0,Galatasaray,31.8,DEF,Centre-Back,6500000.0,27,2,0.0,0.04,24.0,25.0,25.0,D,Stopper CB,0.641
Ozan Kabak,Türkiye,361260.0,TSG Hoffenheim,26.2,DEF,Centre-Back,5000000.0,30,2,0.23,0.0,24.0,16.0,1.0,D,Stopper CB,0.816
İsmail Yüksek,Türkiye,613725.0,Fenerbahçe,27.4,MID,Defensive Midfield,12000000.0,32,1,0.05,0.05,21.0,36.0,10.0,D,Deep-Lying Playmaker,0.574
İrfan Can Kahveci,Türkiye,216603.0,Kasımpaşa,30.9,ATT,Right Winger,4500000.0,47,6,0.0,0.0,1.0,3.0,21.0,D,Wide Playmaker,0.438
Mert Müldür,Türkiye,353922.0,Fenerbahçe,27.2,DEF,Right-Back,5000000.0,45,3,0.08,0.08,18.0,25.0,30.0,D,Holding Full-Back,0.628
Yunus Akgün,Türkiye,396908.0,Galatasaray,25.9,ATT,Right Winger,5000000.0,19,4,0.37,0.47,10.0,13.0,37.0,D,Inside Forward,0.467
Ferdi Kadıoğlu,Türkiye,369316.0,Brighton & Hove Albion,26.7,DEF,Left-Back,28000000.0,30,2,0.03,0.0,23.0,38.0,103.0,D,Holding Full-Back,0.774
Barış Alper Yılmaz,Türkiye,541537.0,Galatasaray,26.1,ATT,Left Winger,20000000.0,35,4,0.32,0.4,3.0,13.0,117.0,D,Inside Forward,0.367
Kaan Ayhan,Türkiye,119031.0,Galatasaray,31.6,MID,Defensive Midfield,4700000.0,73,5,0.0,0.0,4.0,7.0,5.0,D,Box-to-Box DM,0.392
Uğurcan Çakır,Türkiye,292199.0,Galatasaray,30.2,GK,Goalkeeper,15000000.0,39,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
Oğuz Aydın,Türkiye,563749.0,Fenerbahçe,25.6,ATT,Right Winger,10000000.0,11,0,0.0,0.17,2.0,7.0,38.0,D,Wide Playmaker,0.579
Samet Akaydin,Türkiye,295024.0,Çaykur Rizespor,32.2,DEF,Centre-Back,1200000.0,19,1,0.11,0.04,60.0,25.0,1.0,D,Stopper CB,0.391
Can Uzun,Türkiye,816585.0,Eintracht Frankfurt,20.6,ATT,Attacking Midfield,45000000.0,6,1,0.62,0.35,2.0,9.0,21.0,D,Advanced Playmaker,0.483
Matt Turner,United States,425306.0,New England Revolution,32.0,GK,Goalkeeper,7000000.0,54,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
Sergiño Dest,United States,361104.0,PSV Eindhoven,25.6,DEF,Right-Back,18000000.0,39,3,0.04,0.18,15.0,33.0,50.0,D,Holding Full-Back,0.464
Chris Richards,United States,578539.0,Crystal Palace,26.2,DEF,Centre-Back,25000000.0,36,3,0.03,0.0,42.0,32.0,13.0,D,Stopper CB,0.353
Tyler Adams,United States,332705.0,Bournemouth,27.3,MID,Defensive Midfield,25000000.0,54,2,0.12,0.12,26.0,20.0,2.0,D,Deep-Lying Playmaker,0.539
Antonee Robinson,United States,349701.0,Fulham,28.8,DEF,Left-Back,30000000.0,54,5,0.0,0.0,21.0,24.0,67.0,D,Holding Full-Back,0.506
Auston Trusty,United States,389253.0,Celtic,27.8,DEF,Centre-Back,5000000.0,8,0,0.14,0.14,15.5,18.5,59.5,D,Ball-Playing CB,0.301
Giovanni Reyna,United States,504215.0,Borussia Mönchengladbach,23.6,MID,Attacking Midfield,6000000.0,38,9,0.0,0.0,10.0,9.0,31.0,D,Attacking Midfielder,0.345
Weston McKennie,United States,332697.0,Juventus,27.8,MID,Central Midfield,22000000.0,66,12,0.18,0.18,21.0,20.0,32.0,D,Box-to-Box,0.532
Ricardo Pepi,United States,627207.0,PSV Eindhoven,23.4,ATT,Centre-Forward,15000000.0,37,13,1.02,0.07,3.0,3.0,3.0,D,Poacher,0.55
Christian Pulisic,United States,315779.0,Milan,27.7,ATT,Right Winger,60000000.0,86,33,0.47,0.18,3.0,8.0,32.0,D,Inside Forward,0.81
Brenden Aaronson,United States,393323.0,Leeds United,25.6,ATT,Attacking Midfield,12000000.0,58,9,0.16,0.2,17.0,23.0,36.0,D,Attacking Midfielder,0.507
Miles Robinson,United States,468022.0,FC Cincinnati,29.2,DEF,Centre-Back,50000.0,40,3,0.04,0.0,40.0,21.0,3.0,D,Stopper CB,0.425
Tim Ream,United States,145466.0,Charlotte FC,38.7,DEF,Centre-Back,800000.0,82,1,0.0,0.0,34.0,12.0,8.0,D,Stopper CB,0.684
Sebastian Berhalter,United States,734761.0,Vancouver Whitecaps FC,25.1,MID,Central Midfield,50000.0,13,1,0.16,0.39,30.0,37.0,230.0,D,Midfield Playmaker,0.26
Cristian Roldan,United States,354792.0,Seattle Sounders FC,31.0,MID,Central Midfield,50000.0,47,0,0.03,0.07,43.0,49.0,19.0,D,Box-to-Box,0.413
Alex Freeman,United States,985806.0,Villarreal,21.8,DEF,Right-Back,50000.0,17,2,0.0,0.0,4.0,4.0,1.0,D,Full-Back,0.368
Malik Tillman,United States,467437.0,Bayer Leverkusen,24.0,MID,Attacking Midfield,35000000.0,30,3,0.34,0.06,17.0,29.0,16.0,D,Attacking Midfielder,0.561
Max Arfsten,United States,993063.0,Columbus Crew,25.1,DEF,Left Winger,50000.0,20,1,0.14,0.18,20.0,32.0,95.0,D,Traditional Winger,0.646
Haji Wright,United States,315291.0,Coventry City,28.2,ATT,Centre-Forward,7000000.0,20,7,0.08,0.1,19.71,23.34,24.43,D,False Nine,0.33
Folarin Balogun,United States,503770.0,Monaco,24.9,ATT,Centre-Forward,22000000.0,27,9,0.57,0.17,4.0,6.0,13.0,D,Poacher,0.494
Timothy Weah,United States,370846.0,Marseille,26.3,ATT,Right Midfield,20000000.0,51,7,0.08,0.08,14.0,34.0,60.0,D,Box-to-Box,0.601
Mark McKenzie,United States,429259.0,Toulouse,27.3,DEF,Centre-Back,6000000.0,29,0,0.0,0.08,23.0,28.0,4.0,D,Stopper CB,0.472
Joe Scally,United States,504153.0,Borussia Mönchengladbach,23.4,DEF,Right-Back,7000000.0,26,0,0.08,0.12,16.0,24.0,45.0,D,Holding Full-Back,0.551
Matt Freese,United States,500309.0,New York City FC,27.8,GK,Goalkeeper,50000.0,15,0,0.0,0.0,0.0,0.0,0.0,D,Goalkeeper,0.0
Chris Brady,United States,765504.0,Chicago Fire FC,22.3,GK,Goalkeeper,50000.0,1,0,0.0,0.0,0.0,2.0,0.0,D,Goalkeeper,0.0
Alejandro Zendejas,United States,,América,28.3,ATT,,,14,2,,,,,,D,,0.5
Eloy Room,Curaçao,79294.0,Miami FC,37.3,GK,Goalkeeper,200000.0,71,0,0.0,0.0,0.0,0.0,0.0,E,Goalkeeper,0.0
Shurandy Sambo,Curaçao,412937.0,Sparta Rotterdam,24.8,DEF,Right-Back,2000000.0,8,0,0.0,0.06,20.0,29.0,22.0,E,Holding Full-Back,0.596
Juriën Gaari,Curaçao,,Abha,32.5,DEF,,,60,1,,,,,,E,,0.5
Roshon van Eijma,Curaçao,401029.0,RKC Waalwijk,28.0,DEF,Centre-Back,375000.0,28,1,0.0,0.0,0.04,1.03,4.07,E,Traditional CB,0.353
Sherel Floranus,Curaçao,315211.0,PEC Zwolle,27.8,DEF,Left-Back,800000.0,28,0,0.03,0.1,47.0,33.0,38.0,E,Holding Full-Back,0.413
Godfried Roemeratoe,Curaçao,393241.0,RKC Waalwijk,26.8,MID,Defensive Midfield,400000.0,28,1,0.0,0.55,3.0,5.0,8.0,E,Box-to-Box DM,0.583
Juninho Bacuna,Curaçao,348863.0,Volendam,28.8,MID,Central Midfield,4500000.0,49,15,0.0,0.0,4.0,8.0,21.0,E,Pressing CM,0.503
Livano Comenencia,Curaçao,626764.0,Zürich,22.4,MID,Right-Back,800000.0,20,2,0.01,0.0,7.83,9.67,17.33,E,Full-Back,0.391
Jürgen Locadia,Curaçao,,Miami FC,32.6,ATT,,,13,1,,,,,,E,,0.5
Leandro Bacuna,Curaçao,126014.0,Iğdır,34.8,MID,Central Midfield,900000.0,72,16,0.14,0.11,6.76,5.52,19.24,E,Pressing CM,0.432
Jeremy Antonisse,Curaçao,594273.0,Kifisia,24.2,ATT,Left Winger,800000.0,27,4,0.01,0.0,11.75,13.5,21.0,E,Wide Playmaker,0.748
Sontje Hansen,Curaçao,485582.0,Middlesbrough,24.1,ATT,Right Winger,3000000.0,6,1,0.0,0.0,0.0,4.0,20.0,E,Wide Playmaker,0.442
Tyrese Noslin,Curaçao,708005.0,Telstar,23.7,ATT,Right Midfield,50000.0,7,1,0.04,0.08,30.0,43.0,65.0,E,Box-to-Box,0.766
Kenji Gorré,Curaçao,,Maccabi Haifa,31.7,ATT,,,38,6,,,,,,E,,0.5
Ar'jany Martha,Curaçao,572519.0,Rotherham United,22.8,MID,Right Winger,1200000.0,9,2,0.04,0.02,29.0,23.17,5.12,E,Traditional Winger,0.653
Jearl Margaritha,Curaçao,,Beveren,26.2,ATT,,,22,5,,,,,,E,,0.5
Brandley Kuwas,Curaçao,232219.0,Volendam,33.7,ATT,Right Winger,450000.0,35,2,0.23,0.19,4.0,12.0,38.0,E,Traditional Winger,0.902
Armando Obispo,Curaçao,339337.0,PSV Eindhoven,27.3,DEF,Centre-Back,3000000.0,6,0,0.22,0.0,6.0,4.0,0.0,E,Traditional CB,0.367
Gervane Kastaneer,Curaçao,,Terengganu,30.0,ATT,,,29,9,,,,,,E,,0.5
Joshua Brenet,Curaçao,207006.0,Kayserispor,32.2,DEF,Right-Back,3500000.0,18,2,0.0,0.0,9.0,1.0,15.0,E,Full-Back,0.383
Tahith Chong,Curaçao,,Sheffield United,26.5,MID,,,6,3,,,,,,E,,0.5
Kevin Felida,Curaçao,433933.0,Den Bosch,26.6,MID,Defensive Midfield,350000.0,19,1,0.1,0.1,9.0,8.0,40.0,E,Box-to-Box DM,0.473
Riechedly Bazoer,Curaçao,216443.0,Konyaspor,29.7,DEF,Centre-Back,2800000.0,5,0,0.0,0.0,10.0,8.0,1.0,E,Traditional CB,0.401
Deveron Fonville,Curaçao,708989.0,NEC,23.1,DEF,Centre-Back,50000.0,2,0,0.0,0.14,17.0,26.0,21.0,E,Ball-Playing CB,0.783
Tyrick Bodak,Curaçao,663961.0,Telstar,24.1,GK,Goalkeeper,50000.0,4,0,0.0,0.0,0.0,0.0,0.0,E,Goalkeeper,0.0
Trevor Doornbusch,Curaçao,,VVV-Venlo,26.9,GK,,,8,0,,,,,,E,,0.5
Hernán Galíndez,Ecuador,77127.0,Huracán,39.2,GK,Goalkeeper,50000.0,35,0,0.0,0.0,0.0,0.0,0.0,E,Goalkeeper,0.0
Félix Torres,Ecuador,468174.0,Internacional,29.4,DEF,Centre-Back,50000.0,49,5,0.12,0.01,12.2,11.0,4.8,E,Traditional CB,0.452
Piero Hincapié,Ecuador,659813.0,Arsenal,24.4,DEF,Centre-Back,50000000.0,52,3,0.05,0.11,24.0,25.0,31.0,E,Ball-Playing CB,0.626
Joel Ordóñez,Ecuador,893661.0,Club Brugge,22.1,DEF,Centre-Back,6000000.0,17,0,0.0,0.0,0.0,1.0,2.0,E,Traditional CB,0.354
Jordy Alcívar,Ecuador,598145.0,Independiente del Valle,26.9,MID,Defensive Midfield,50000.0,11,1,0.0,0.05,14.6,12.4,5.6,E,Box-to-Box DM,0.498
Willian Pacho,Ecuador,661171.0,Paris Saint-Germain,24.7,DEF,Centre-Back,70000000.0,34,2,0.0,0.0,26.0,26.0,0.0,E,Stopper CB,0.451
Pervis Estupiñán,Ecuador,349599.0,Milan,28.4,DEF,Left-Back,14000000.0,54,5,0.1,0.1,11.0,8.0,15.0,E,Full-Back,0.397
Anthony Valencia,Ecuador,974374.0,Antwerp,22.9,MID,Right Winger,1000000.0,3,1,0.0,0.0,2.0,3.0,11.0,E,Wide Playmaker,0.425
John Yeboah,Ecuador,439914.0,Venezia,26.0,ATT,Second Striker,1500000.0,23,3,0.0,0.0,0.0,0.0,0.0,E,Data-Limited,0.5
Kendry Páez,Ecuador,1052439.0,River Plate,19.1,MID,Attacking Midfield,50000.0,26,2,0.21,0.0,3.0,4.0,18.0,E,Attacking Midfielder,0.394
Kevin Rodríguez,Ecuador,684159.0,Union Saint-Gilloise,26.3,ATT,Centre-Forward,5000000.0,31,2,0.09,0.09,40.0,43.0,37.0,E,False Nine,0.326
Moisés Ramírez,Ecuador,450233.0,Kifisia,25.8,GK,Goalkeeper,50000.0,7,0,0.0,0.0,0.0,0.0,0.0,E,Goalkeeper,0.0
Enner Valencia,Ecuador,139503.0,Pachuca,36.6,ATT,Centre-Forward,3800000.0,105,49,0.01,0.74,15.14,19.99,32.19,E,False Nine,0.763
Alan Minda,Ecuador,897051.0,Atlético Mineiro,23.1,MID,Right Winger,3000000.0,20,2,0.17,0.17,6.0,14.0,141.0,E,Inside Forward,0.631
Pedro Vite,Ecuador,659806.0,Pumas UNAM,24.3,MID,Attacking Midfield,50000.0,17,1,0.26,0.13,7.0,9.0,75.0,E,Advanced Playmaker,0.92
Jordy Caicedo,Ecuador,360412.0,Huracán,28.6,ATT,Centre-Forward,3500000.0,20,4,0.03,0.0,34.0,27.0,19.0,E,False Nine,0.338
Ángelo Preciado,Ecuador,450241.0,Atlético Mineiro,28.3,DEF,Right-Back,5000000.0,55,0,0.14,0.14,9.0,8.0,6.0,E,Full-Back,0.413
Denil Castillo,Ecuador,941418.0,Midtjylland,22.2,MID,Central Midfield,5500000.0,5,0,0.27,0.13,10.1,14.46,52.66,E,Pressing CM,0.861
Gonzalo Plata,Ecuador,592735.0,Flamengo,25.6,ATT,Right Winger,5000000.0,50,8,0.24,0.16,6.5,14.0,51.0,E,Traditional Winger,0.681
Nilson Angulo,Ecuador,903611.0,Sunderland,23.0,ATT,Left Winger,7000000.0,14,2,0.0,0.0,2.0,5.0,7.0,E,Wide Playmaker,0.436
Alan Franco,Ecuador,400960.0,Atlético Mineiro,27.8,MID,Central Midfield,50000.0,58,1,0.17,0.17,6.0,14.0,141.0,E,Midfield Playmaker,0.282
Gonzalo Valle,Ecuador,,LDU Quito,30.3,GK,,,4,0,,,,,,E,,0.5
Moisés Caicedo,Ecuador,687626.0,Chelsea,24.6,MID,Defensive Midfield,110000000.0,61,3,0.11,0.04,53.0,44.0,8.0,E,Deep-Lying Playmaker,0.383
Jeremy Arévalo,Ecuador,971663.0,VfB Stuttgart,21.2,ATT,Centre-Forward,50000.0,4,0,0.0,0.0,0.0,0.0,0.0,E,Data-Limited,0.5
Jackson Porozo,Ecuador,491616.0,Tijuana,25.9,DEF,Centre-Back,3300000.0,10,1,0.1,0.05,8.0,12.0,28.83,E,Ball-Playing CB,0.699
Yaimar Medina,Ecuador,893659.0,Genk,21.6,DEF,Left-Back,4000000.0,6,0,0.0,0.0,31.0,25.0,2.0,E,Holding Full-Back,0.706
Manuel Neuer,Germany,17259.0,Bayern Munich,40.2,GK,Goalkeeper,4000000.0,124,0,0.0,0.0,0.0,0.0,0.0,E,Goalkeeper,0.0
Antonio Rüdiger,Germany,86202.0,Real Madrid,33.3,DEF,Centre-Back,25000000.0,82,3,0.07,0.0,4.0,4.0,2.0,E,Traditional CB,0.36
Waldemar Anton,Germany,193004.0,Borussia Dortmund,29.9,DEF,Centre-Back,18000000.0,13,0,0.07,0.0,24.0,38.0,11.0,E,Stopper CB,0.4
Jonathan Tah,Germany,196357.0,Bayern Munich,30.3,DEF,Centre-Back,30000000.0,47,1,0.09,0.05,25.0,17.0,1.0,E,Stopper CB,0.717
Aleksandar Pavlović,Germany,792380.0,Bayern Munich,22.1,MID,Defensive Midfield,65000000.0,11,1,0.18,0.06,13.0,15.0,15.0,E,Box-to-Box DM,0.794
Joshua Kimmich,Germany,161056.0,Bayern Munich,31.3,DEF,Defensive Midfield,40000000.0,110,10,0.09,0.26,21.0,22.0,119.0,E,Deep-Lying Playmaker,0.758
Kai Havertz,Germany,309400.0,Arsenal,27.0,ATT,Centre-Forward,55000000.0,58,22,0.2,0.41,0.0,3.0,3.0,E,Poacher,0.689
Leon Goretzka,Germany,153084.0,Bayern Munich,31.3,MID,Central Midfield,15000000.0,70,15,0.25,0.1,24.0,15.0,6.0,E,Box-to-Box,0.716
Jamie Leweling,Germany,518505.0,VfB Stuttgart,25.3,MID,Right Winger,25000000.0,5,1,0.29,0.33,12.0,11.0,117.0,E,Inside Forward,0.392
Jamal Musiala,Germany,580195.0,Bayern Munich,23.3,MID,Attacking Midfield,130000000.0,42,9,0.5,0.67,3.0,2.0,4.0,E,Advanced Playmaker,0.474
Nick Woltemade,Germany,455661.0,Newcastle United,24.3,ATT,Centre-Forward,70000000.0,11,4,0.37,0.16,4.0,12.0,3.0,E,Poacher,0.727
Oliver Baumann,Germany,55089.0,TSG Hoffenheim,36.0,GK,Goalkeeper,3000000.0,13,0,0.0,0.0,1.0,0.0,0.0,E,Goalkeeper,0.0
Pascal Groß,Germany,82873.0,Brighton & Hove Albion,35.0,MID,Central Midfield,3500000.0,18,1,0.07,0.2,9.0,16.0,101.0,E,Midfield Playmaker,0.398
Maximilian Beier,Germany,578392.0,Borussia Dortmund,23.6,ATT,Centre-Forward,30000000.0,9,0,0.45,0.2,8.0,14.0,25.0,E,Poacher,0.632
Nico Schlotterbeck,Germany,388198.0,Borussia Dortmund,26.5,DEF,Centre-Back,55000000.0,27,0,0.16,0.04,20.0,32.0,22.0,E,Stopper CB,0.552
Angelo Stiller,Germany,443710.0,VfB Stuttgart,25.2,MID,Defensive Midfield,45000000.0,8,0,0.07,0.18,25.0,17.0,102.0,E,Deep-Lying Playmaker,0.711
Florian Wirtz,Germany,598577.0,Liverpool,23.1,MID,Attacking Midfield,110000000.0,41,11,0.2,0.12,11.0,24.0,30.0,E,Attacking Midfielder,0.431
Nathaniel Brown,Germany,691892.0,Eintracht Frankfurt,23.0,DEF,Left-Back,35000000.0,5,0,0.15,0.15,25.0,53.0,44.0,E,Holding Full-Back,0.387
Leroy Sané,Germany,192565.0,Galatasaray,30.4,MID,Right Winger,23000000.0,76,17,0.29,0.21,11.0,21.0,74.0,E,Inside Forward,0.968
Nadiem Amiri,Germany,232454.0,Mainz 05,29.6,MID,Central Midfield,17000000.0,11,1,0.54,0.1,17.0,16.0,118.0,E,Midfield Playmaker,0.341
Alexander Nübel,Germany,195778.0,VfB Stuttgart,29.7,GK,Goalkeeper,12000000.0,3,0,0.0,0.03,1.0,0.0,0.0,E,Goalkeeper,0.0
David Raum,Germany,318204.0,RB Leipzig,28.1,DEF,Left-Back,20000000.0,37,1,0.11,0.22,33.0,35.0,244.0,E,Attacking Wing-Back,0.234
Felix Nmecha,Germany,406640.0,Borussia Dortmund,25.7,MID,Central Midfield,45000000.0,8,1,0.09,0.13,24.0,21.0,7.0,E,Box-to-Box,0.497
Malick Thiaw,Germany,521964.0,Newcastle United,24.8,DEF,Centre-Back,25000000.0,5,0,0.13,0.0,26.0,30.0,9.0,E,Stopper CB,0.391
Assan Ouédraogo,Germany,897424.0,RB Leipzig,20.1,MID,Central Midfield,50000.0,1,1,0.34,0.34,3.0,6.0,3.0,E,Pressing CM,0.658
Deniz Undav,Germany,339314.0,VfB Stuttgart,29.9,ATT,Centre-Forward,25000000.0,9,6,0.78,0.26,4.0,13.0,16.0,E,Poacher,0.445
Yahia Fofana,Ivory Coast,418651.0,Çaykur Rizespor,25.8,GK,Goalkeeper,2500000.0,35,0,0.0,0.04,1.0,0.0,0.0,E,Goalkeeper,0.0
Ousmane Diomande,Ivory Coast,974982.0,Sporting CP,22.5,DEF,Centre-Back,45000000.0,15,1,0.0,0.0,12.0,10.0,3.0,E,Traditional CB,0.442
Ghislain Konan,Ivory Coast,422850.0,Gil Vicente,30.5,DEF,Left-Back,6500000.0,54,0,0.0,0.0,24.0,25.0,57.0,E,Holding Full-Back,0.479
